image_id,average_rating_ava,average_rating_ava_clip,image_path,stats,nima_technical_result,nima_aesthetic_result,nima_clip_aesthetic_result,great_picture,average_picture,subpar_picture,level_1,level_2,level_3
52084,4.207070707070707,4.870466321243524,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/52084.jpg,"{'nima_technical_result': 4.708056293427944, 'nima_aesthetic_result': 4.067529166813074, 'nima_clip_aesthetic_result': 5.758895071452571, 'great_picture': 56.97033405303955, 'average_picture': 39.31592106819153, 'subpar_picture': 3.7137527018785477, 'level_1': 'Photographs of people', 'level_2': 'Documentary photography', 'level_3': None}",4.708056293427944,4.067529166813074,5.758895071452571,56.97033405303955,39.31592106819153,3.7137527018785477,Photographs of people,Documentary photography,
824919,5.173333333333333,5.816326530612245,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/824919.jpg,"{'nima_technical_result': 5.040196813642979, 'nima_aesthetic_result': 5.48150608716287, 'nima_clip_aesthetic_result': 5.858531276485525, 'great_picture': 78.72517704963684, 'average_picture': 20.149463415145874, 'subpar_picture': 1.125353667885065, 'level_1': 'Photographs of people', 'level_2': 'Documentary photography', 'level_3': None}",5.040196813642979,5.48150608716287,5.858531276485525,78.72517704963684,20.149463415145874,1.125353667885065,Photographs of people,Documentary photography,
607979,5.514423076923077,5.867647058823529,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/607979.jpg,"{'nima_technical_result': 5.739226058125496, 'nima_aesthetic_result': 6.001873658231261, 'nima_clip_aesthetic_result': 5.887167584550298, 'great_picture': 60.48676371574402, 'average_picture': 37.94388473033905, 'subpar_picture': 1.5693515539169312, 'level_1': 'Photographs of people', 'level_2': 'Documentary photography', 'level_3': None}",5.739226058125496,6.001873658231261,5.887167584550298,60.48676371574402,37.94388473033905,1.5693515539169312,Photographs of people,Documentary photography,
637342,4.668367346938775,4.822916666666667,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/637342.jpg,"{'nima_technical_result': 5.814277347177267, 'nima_aesthetic_result': 5.033437104762925, 'nima_clip_aesthetic_result': 6.181242938088928, 'great_picture': 37.923890352249146, 'average_picture': 48.44982326030731, 'subpar_picture': 13.626286387443542, 'level_1': 'Nature photography', 'level_2': 'Wildlife photography', 'level_3': 'Animal Photography'}",5.814277347177267,5.033437104762925,6.181242938088928,37.923890352249146,48.44982326030731,13.626286387443542,Nature photography,Wildlife photography,Animal Photography
11365,5.8465608465608465,6.646739130434782,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/11365.jpg,"{'nima_technical_result': 5.661619957536459, 'nima_aesthetic_result': 6.317438936673344, 'nima_clip_aesthetic_result': 5.9629467548584785, 'great_picture': 76.71788930892944, 'average_picture': 19.46009397506714, 'subpar_picture': 3.8220182061195374, 'level_1': 'Cityscape photography', 'level_2': 'Structural photography', 'level_3': None}",5.661619957536459,6.317438936673344,5.9629467548584785,76.71788930892944,19.46009397506714,3.8220182061195374,Cityscape photography,Structural photography,
829213,6.313953488372093,6.586826347305389,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/829213.jpg,"{'nima_technical_result': 5.949265614151955, 'nima_aesthetic_result': 5.720741676691432, 'nima_clip_aesthetic_result': 6.005645769850162, 'great_picture': 56.67400360107422, 'average_picture': 32.78469741344452, 'subpar_picture': 10.54130345582962, 'level_1': 'Photographs of people', 'level_2': 'Portrait photography', 'level_3': 'Studio Portraits'}",5.949265614151955,5.720741676691432,6.005645769850162,56.67400360107422,32.78469741344452,10.54130345582962,Photographs of people,Portrait photography,Studio Portraits
58854,4.988505747126437,5.78125,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/58854.jpg,"{'nima_technical_result': 5.7314677760005, 'nima_aesthetic_result': 5.221885897944958, 'nima_clip_aesthetic_result': 6.03641506938925, 'great_picture': 68.07995438575745, 'average_picture': 26.768821477890015, 'subpar_picture': 5.151218920946121, 'level_1': 'Nature photography', 'level_2': 'Macro photography', 'level_3': None}",5.7314677760005,5.221885897944958,6.03641506938925,68.07995438575745,26.768821477890015,5.151218920946121,Nature photography,Macro photography,
626448,5.228758169934641,6.1879194630872485,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/626448.jpg,"{'nima_technical_result': 4.622245706617832, 'nima_aesthetic_result': 5.612935612126421, 'nima_clip_aesthetic_result': 5.80004275648389, 'great_picture': 88.15361261367798, 'average_picture': 10.860791802406311, 'subpar_picture': 0.9855887852609158, 'level_1': 'Nature photography', 'level_2': 'Macro photography', 'level_3': None}",4.622245706617832,5.612935612126421,5.80004275648389,88.15361261367798,10.860791802406311,0.9855887852609158,Nature photography,Macro photography,
730630,5.027027027027027,5.928176795580111,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/730630.jpg,"{'nima_technical_result': 5.521359797567129, 'nima_aesthetic_result': 5.166748034069315, 'nima_clip_aesthetic_result': 5.970621600912722, 'great_picture': 89.2306923866272, 'average_picture': 8.860686421394348, 'subpar_picture': 1.9086197018623352, 'level_1': 'Nature photography', 'level_2': 'Wildlife photography', 'level_3': 'Animal Photography'}",5.521359797567129,5.166748034069315,5.970621600912722,89.2306923866272,8.860686421394348,1.9086197018623352,Nature photography,Wildlife photography,Animal Photography
655963,4.541666666666667,5.131914893617021,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/655963.jpg,"{'nima_technical_result': 4.339961104094982, 'nima_aesthetic_result': 4.57680103610619, 'nima_clip_aesthetic_result': 5.704162909108618, 'great_picture': 53.31997275352478, 'average_picture': 42.65422821044922, 'subpar_picture': 4.025806486606598, 'level_1': 'Photographs of people, Cityscape photography', 'level_2': 'Event photography, Street photography', 'level_3': 'Wedding photography, Corporate event photography, Concert photography'}",4.339961104094982,4.57680103610619,5.704162909108618,53.31997275352478,42.65422821044922,4.025806486606598,"Photographs of people, Cityscape photography","Event photography, Street photography","Wedding photography, Corporate event photography, Concert photography"
412813,4.813432835820896,5.445283018867925,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/412813.jpg,"{'nima_technical_result': 4.895536705851555, 'nima_aesthetic_result': 4.454028126862795, 'nima_clip_aesthetic_result': 5.710327403237443, 'great_picture': 73.15541505813599, 'average_picture': 25.531932711601257, 'subpar_picture': 1.3126447796821594, 'level_1': 'Nature photography', 'level_2': 'Wildlife photography', 'level_3': 'Animal Photography'}",4.895536705851555,4.454028126862795,5.710327403237443,73.15541505813599,25.531932711601257,1.3126447796821594,Nature photography,Wildlife photography,Animal Photography
563499,5.714932126696833,5.682027649769585,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/563499.jpg,"{'nima_technical_result': 6.194298785179853, 'nima_aesthetic_result': 5.032479704241268, 'nima_clip_aesthetic_result': 6.04106881976702, 'great_picture': 38.239747285842896, 'average_picture': 47.40206599235535, 'subpar_picture': 14.358188211917877, 'level_1': 'Photographs of people', 'level_2': 'Documentary photography, Event photography', 'level_3': 'Sports event photography'}",6.194298785179853,5.032479704241268,6.04106881976702,38.239747285842896,47.40206599235535,14.358188211917877,Photographs of people,"Documentary photography, Event photography",Sports event photography
162528,4.567857142857143,4.824817518248175,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/162528.jpg,"{'nima_technical_result': 4.636000655591488, 'nima_aesthetic_result': 5.006853056889668, 'nima_clip_aesthetic_result': 5.86649206250604, 'great_picture': 51.52607560157776, 'average_picture': 27.889806032180786, 'subpar_picture': 20.584118366241455, 'level_1': 'Artistic photography', 'level_2': 'Fine art photography', 'level_3': None}",4.636000655591488,5.006853056889668,5.86649206250604,51.52607560157776,27.889806032180786,20.584118366241455,Artistic photography,Fine art photography,
588828,5.751412429378531,6.184971098265896,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/588828.jpg,"{'nima_technical_result': 5.247233301401138, 'nima_aesthetic_result': 5.362971311858928, 'nima_clip_aesthetic_result': 5.961500044984859, 'great_picture': 68.78422498703003, 'average_picture': 23.836570978164673, 'subpar_picture': 7.37919881939888, 'level_1': 'Nature photography', 'level_2': 'Landscape photography', 'level_3': 'Coastal Landscapes, Urban Landscapes'}",5.247233301401138,5.362971311858928,5.961500044984859,68.78422498703003,23.836570978164673,7.37919881939888,Nature photography,Landscape photography,"Coastal Landscapes, Urban Landscapes"
830553,5.9125,5.7290322580645165,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/830553.jpg,"{'nima_technical_result': 4.146885666996241, 'nima_aesthetic_result': 5.032181373098865, 'nima_clip_aesthetic_result': 5.570361566290558, 'great_picture': 12.32510507106781, 'average_picture': 48.42166006565094, 'subpar_picture': 39.25324082374573, 'level_1': 'Photographs of people', 'level_2': 'Family photography', 'level_3': None}",4.146885666996241,5.032181373098865,5.570361566290558,12.32510507106781,48.42166006565094,39.25324082374573,Photographs of people,Family photography,
125077,6.38768115942029,6.7655677655677655,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/125077.jpg,"{'nima_technical_result': 5.236945305019617, 'nima_aesthetic_result': 5.813394516833341, 'nima_clip_aesthetic_result': 5.746487657372882, 'great_picture': 58.11525583267212, 'average_picture': 38.754406571388245, 'subpar_picture': 3.130343183875084, 'level_1': 'Drone/aerial photography', 'level_2': None, 'level_3': None}",5.236945305019617,5.813394516833341,5.746487657372882,58.11525583267212,38.754406571388245,3.130343183875084,Drone/aerial photography,,
310714,4.08080808080808,4.525773195876289,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/310714.jpg,"{'nima_technical_result': 4.789114326238632, 'nima_aesthetic_result': 4.714733688189881, 'nima_clip_aesthetic_result': 5.755896092403418, 'great_picture': 11.873449385166168, 'average_picture': 66.7340099811554, 'subpar_picture': 21.392540633678436, 'level_1': 'Artistic photography', 'level_2': 'Abstract photography', 'level_3': None}",4.789114326238632,4.714733688189881,5.755896092403418,11.873449385166168,66.7340099811554,21.392540633678436,Artistic photography,Abstract photography,
298439,5.287162162162162,5.359589041095891,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/298439.jpg,"{'nima_technical_result': 5.161980204284191, 'nima_aesthetic_result': 5.104721250005241, 'nima_clip_aesthetic_result': 6.20359173964107, 'great_picture': 33.60518515110016, 'average_picture': 44.29154694080353, 'subpar_picture': 22.103267908096313, 'level_1': 'Nature photography', 'level_2': 'Macro photography', 'level_3': None}",5.161980204284191,5.104721250005241,6.20359173964107,33.60518515110016,44.29154694080353,22.103267908096313,Nature photography,Macro photography,
848929,6.0310077519379846,6.134387351778656,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/848929.jpg,"{'nima_technical_result': 4.682591520249844, 'nima_aesthetic_result': 5.584289737045765, 'nima_clip_aesthetic_result': 6.004458953583708, 'great_picture': 49.01697337627411, 'average_picture': 40.61720073223114, 'subpar_picture': 10.36583036184311, 'level_1': 'Cityscape photography', 'level_2': 'Night cityscape photography', 'level_3': None}",4.682591520249844,5.584289737045765,6.004458953583708,49.01697337627411,40.61720073223114,10.36583036184311,Cityscape photography,Night cityscape photography,
475340,6.260606060606061,6.863354037267081,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/475340.jpg,"{'nima_technical_result': 5.689823925495148, 'nima_aesthetic_result': 6.198421158527985, 'nima_clip_aesthetic_result': 5.962324643827458, 'great_picture': 66.94402694702148, 'average_picture': 26.474639773368835, 'subpar_picture': 6.581329554319382, 'level_1': 'Food photography', 'level_2': 'Beverage Photography', 'level_3': None}",5.689823925495148,6.198421158527985,5.962324643827458,66.94402694702148,26.474639773368835,6.581329554319382,Food photography,Beverage Photography,
66962,5.373626373626373,5.621468926553672,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/66962.jpg,"{'nima_technical_result': 4.467378526926041, 'nima_aesthetic_result': 5.130191391159315, 'nima_clip_aesthetic_result': 5.710883984596876, 'great_picture': 38.22216093540192, 'average_picture': 56.35589361190796, 'subpar_picture': 5.421944335103035, 'level_1': 'Artistic photography', 'level_2': 'Still life photography', 'level_3': None}",4.467378526926041,5.130191391159315,5.710883984596876,38.22216093540192,56.35589361190796,5.421944335103035,Artistic photography,Still life photography,
879591,5.843283582089552,7.116279069767442,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/879591.jpg,"{'nima_technical_result': 5.678600199520588, 'nima_aesthetic_result': 5.864880161723022, 'nima_clip_aesthetic_result': 6.277811769927894, 'great_picture': 84.7949206829071, 'average_picture': 10.717972368001938, 'subpar_picture': 4.487105458974838, 'level_1': 'Photographs of people', 'level_2': 'Documentary photography', 'level_3': None}",5.678600199520588,5.864880161723022,6.277811769927894,84.7949206829071,10.717972368001938,4.487105458974838,Photographs of people,Documentary photography,
582108,5.673076923076923,5.8344370860927155,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/582108.jpg,"{'nima_technical_result': 4.756529666483402, 'nima_aesthetic_result': 6.3193926656883725, 'nima_clip_aesthetic_result': 6.128045191111056, 'great_picture': 52.31606364250183, 'average_picture': 41.852569580078125, 'subpar_picture': 5.831357464194298, 'level_1': 'Nature photography', 'level_2': 'Macro photography', 'level_3': None}",4.756529666483402,6.3193926656883725,6.128045191111056,52.31606364250183,41.852569580078125,5.831357464194298,Nature photography,Macro photography,
318667,5.053097345132743,6.095454545454546,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/318667.jpg,"{'nima_technical_result': 4.254025332629681, 'nima_aesthetic_result': 5.659188149305237, 'nima_clip_aesthetic_result': 5.740161781369011, 'great_picture': 72.07719087600708, 'average_picture': 14.821888506412506, 'subpar_picture': 13.100919127464294, 'level_1': 'Nature photography', 'level_2': 'Wildlife photography', 'level_3': 'Animal Photography'}",4.254025332629681,5.659188149305237,5.740161781369011,72.07719087600708,14.821888506412506,13.100919127464294,Nature photography,Wildlife photography,Animal Photography
954446,4.948529411764706,5.198473282442748,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/954446.jpg,"{'nima_technical_result': 4.771923411637545, 'nima_aesthetic_result': 5.148681218699494, 'nima_clip_aesthetic_result': 5.9046854464512535, 'great_picture': 50.43255090713501, 'average_picture': 38.67306709289551, 'subpar_picture': 10.894370824098587, 'level_1': 'Cityscape photography', 'level_2': 'Structural photography', 'level_3': None}",4.771923411637545,5.148681218699494,5.9046854464512535,50.43255090713501,38.67306709289551,10.894370824098587,Cityscape photography,Structural photography,
954226,4.099173553719008,4.931034482758621,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/954226.jpg,"{'nima_technical_result': 4.6714015156030655, 'nima_aesthetic_result': 3.548507249302247, 'nima_clip_aesthetic_result': 5.520876687301325, 'great_picture': 48.85895252227783, 'average_picture': 44.708940386772156, 'subpar_picture': 6.4321063458919525, 'level_1': 'Photographs of people, Artistic photography', 'level_2': 'Macro photography, Documentary photography', 'level_3': None}",4.6714015156030655,3.548507249302247,5.520876687301325,48.85895252227783,44.708940386772156,6.4321063458919525,"Photographs of people, Artistic photography","Macro photography, Documentary photography",
295635,2.585714285714286,2.868292682926829,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/295635.jpg,"{'nima_technical_result': 4.241248205304146, 'nima_aesthetic_result': 4.376552905479912, 'nima_clip_aesthetic_result': 5.404522281855861, 'great_picture': 13.808827102184296, 'average_picture': 57.32777118682861, 'subpar_picture': 28.86340320110321, 'level_1': 'Artistic photography', 'level_2': 'Abstract photography', 'level_3': None}",4.241248205304146,4.376552905479912,5.404522281855861,13.808827102184296,57.32777118682861,28.86340320110321,Artistic photography,Abstract photography,
505484,5.423529411764706,6.163636363636364,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/505484.jpg,"{'nima_technical_result': 5.763461962342262, 'nima_aesthetic_result': 5.543165750163382, 'nima_clip_aesthetic_result': 5.88274167227064, 'great_picture': 86.57716512680054, 'average_picture': 12.726171314716339, 'subpar_picture': 0.6966642569750547, 'level_1': 'Nature photography', 'level_2': 'Landscape photography', 'level_3': 'Urban Landscapes'}",5.763461962342262,5.543165750163382,5.88274167227064,86.57716512680054,12.726171314716339,0.6966642569750547,Nature photography,Landscape photography,Urban Landscapes
767806,4.912280701754386,5.309417040358745,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/767806.jpg,"{'nima_technical_result': 5.128637120127678, 'nima_aesthetic_result': 4.851220361160813, 'nima_clip_aesthetic_result': 5.869416564669578, 'great_picture': 68.11203956604004, 'average_picture': 15.384361147880554, 'subpar_picture': 16.50359481573105, 'level_1': 'Photographs of people', 'level_2': 'Family photography, Documentary photography', 'level_3': None}",5.128637120127678,4.851220361160813,5.869416564669578,68.11203956604004,15.384361147880554,16.50359481573105,Photographs of people,"Family photography, Documentary photography",
527677,4.83453237410072,5.141791044776119,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/527677.jpg,"{'nima_technical_result': 4.11868766695261, 'nima_aesthetic_result': 5.9379430904118635, 'nima_clip_aesthetic_result': 5.901197049274288, 'great_picture': 53.94287705421448, 'average_picture': 33.852338790893555, 'subpar_picture': 12.204787880182266, 'level_1': 'Artistic photography', 'level_2': 'Abstract photography', 'level_3': None}",4.11868766695261,5.9379430904118635,5.901197049274288,53.94287705421448,33.852338790893555,12.204787880182266,Artistic photography,Abstract photography,
886935,5.5895196506550215,5.728888888888889,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/886935.jpg,"{'nima_technical_result': 5.562984976917505, 'nima_aesthetic_result': 4.613717066356912, 'nima_clip_aesthetic_result': 5.717797924382467, 'great_picture': 48.1318861246109, 'average_picture': 46.35663330554962, 'subpar_picture': 5.511476099491119, 'level_1': 'Photographs of people', 'level_2': 'Portrait photography', 'level_3': 'Studio Portraits'}",5.562984976917505,4.613717066356912,5.717797924382467,48.1318861246109,46.35663330554962,5.511476099491119,Photographs of people,Portrait photography,Studio Portraits
95202,6.410112359550562,7.327586206896552,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/95202.jpg,"{'nima_technical_result': 4.792163409292698, 'nima_aesthetic_result': 5.424513498119268, 'nima_clip_aesthetic_result': 5.699471756849562, 'great_picture': 75.99242329597473, 'average_picture': 19.943460822105408, 'subpar_picture': 4.064120724797249, 'level_1': 'Food photography, Cityscape photography, Nature photography, Artistic photography', 'level_2': 'Macro photography, Still life photography, Beverage Photography, Structural photography', 'level_3': None}",4.792163409292698,5.424513498119268,5.699471756849562,75.99242329597473,19.943460822105408,4.064120724797249,"Food photography, Cityscape photography, Nature photography, Artistic photography","Macro photography, Still life photography, Beverage Photography, Structural photography",
874834,5.647826086956521,6.6755555555555555,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/874834.jpg,"{'nima_technical_result': 4.984989777207375, 'nima_aesthetic_result': 5.867873681903376, 'nima_clip_aesthetic_result': 5.682616555457315, 'great_picture': 81.04081749916077, 'average_picture': 15.299521386623383, 'subpar_picture': 3.659662976861, 'level_1': 'Artistic photography', 'level_2': 'Macro photography', 'level_3': None}",4.984989777207375,5.867873681903376,5.682616555457315,81.04081749916077,15.299521386623383,3.659662976861,Artistic photography,Macro photography,
12959,5.115942028985507,7.147783251231527,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/12959.jpg,"{'nima_technical_result': 5.721552528440952, 'nima_aesthetic_result': 5.669100263712608, 'nima_clip_aesthetic_result': 5.932979630533737, 'great_picture': 86.14630699157715, 'average_picture': 11.92682757973671, 'subpar_picture': 1.9268669188022614, 'level_1': 'Artistic photography', 'level_2': 'Fine art photography, Abstract photography', 'level_3': None}",5.721552528440952,5.669100263712608,5.932979630533737,86.14630699157715,11.92682757973671,1.9268669188022614,Artistic photography,"Fine art photography, Abstract photography",
714525,4.322784810126582,4.6103896103896105,/home/georgetheodosopoulos/CVII_project/image-quality-assessment-master_MINE/training_images/AVA_images/images/714525.jpg,"{'nima_technical_result': 4.803497739136219, 'nima_aesthetic_result': 4.866207882252638, 'nima_clip_aesthetic_result': 5.729750025549038, 'great_picture': 56.66908025741577, 'average_picture': 29.662910103797913, 'subpar_picture': 13.668011128902435, 'level_1': 'Food photography', 'level_2': 'Dessert photography, Beverage Photography', 'level_3': None}",4.803497739136219,4.866207882252638,5.729750025549038,56.66908025741577,29.662910103797913,13.668011128902435,Food photography,"Dessert photography, Beverage Photography",
